Date,SMB,HML,market_premium
2010-01-04,-0.0043350239448752175,0.006944934089779264,
2010-01-05,-0.0023220413149124533,-0.002916018523339935,
2010-01-06,-0.0023264053187781325,-0.0012136822032679576,
2010-01-07,2.018350910058418e-05,-0.004777521125424341,
2010-01-08,-0.0009503520974679797,-2.9781339529902882e-05,
2010-01-11,-0.004208006650723999,0.0035043993036383593,
2010-01-12,-0.005218895851869925,-0.002496310579672801,
2010-01-13,-0.00016143622616851677,-0.00033495993553447955,
2010-01-14,0.0006476733196795707,0.004081309994005461,
2010-01-15,0.00024317945329539042,-0.001928265512098553,
2010-01-19,0.0030317696814988766,-0.0007139054559098038,
2010-01-20,0.0016660121870909622,-0.005501795490451019,
2010-01-21,-0.004612662309795245,0.0033783094839539007,
2010-01-22,-0.0028748640890357176,0.0017236551750822848,
2010-01-25,0.0015441488689571965,-0.003896382353231898,
2010-01-26,0.004991511890700288,-0.01255664179221101,
2010-01-27,0.0011513465971400051,0.0024746560573911565,
2010-01-28,-0.0017430976707575926,0.006304882123574992,
2010-01-29,-0.007426363556200974,0.005906857229770027,
2010-02-01,-0.0015417759221252759,0.0039205766983062915,
2010-02-02,0.00473012337997936,-0.0037101974955096057,
2010-02-03,0.002621895340460721,-0.0031963391424962642,
2010-02-04,-0.000519340682538959,-0.001696403303497803,
2010-02-05,-0.0013978425798672053,-0.0033781397087373237,
2010-02-08,-0.001140844025970476,0.006388123183203592,
2010-02-09,-0.0010775320429360763,-0.006067309211370703,
2010-02-10,-0.002296312342383533,-0.002991159370878292,
2010-02-11,-0.0037149238356161494,-0.0018220500310945475,
2010-02-12,-0.004336123201165882,0.004760796517187218,
2010-02-16,0.001611871719597634,-0.004478144878550647,
2010-02-17,0.000173567253050619,-0.0005281824514563448,
2010-02-18,-0.0027997625918353454,0.004404186928282528,
2010-02-19,-0.0009529227646861226,-0.0029511775973308564,
2010-02-22,-0.0009897547853507434,0.0010851388556659663,
2010-02-23,0.002002620679069013,-0.004879655224195697,
2010-02-24,-0.0025834727776938935,0.0009008840142323039,
2010-02-25,-0.0021497244678066333,-0.0038311881778075344,
2010-02-26,-0.0058396146672622246,-0.004937253984235172,
2010-03-01,-0.003063051156382876,-0.0003384024132732054,
2010-03-02,-0.002116113234557816,0.0054700838103687475,
2010-03-03,0.0005912325268469134,0.003796387665591565,
2010-03-04,-0.002907609804949838,0.00043119703114279095,
2010-03-05,0.00023450098423726526,-0.0020846474155120495,
2010-03-08,0.0007428444505916936,0.0004025969968169147,
2010-03-09,0.0019806591410730283,-0.0011812146812330785,
2010-03-10,0.00014715255343640283,-0.001989397171571769,
2010-03-11,-0.0022957904938812794,-0.00032834695161074623,
2010-03-12,-0.00040134475531621006,0.004096367447169468,
2010-03-15,-0.0030028734025722616,0.0006500433155258714,
2010-03-16,-0.004282124223549297,-0.002660675543967082,
2010-03-17,0.006129176611298159,-0.00211522847390683,
2010-03-18,0.005000789094419058,-0.001298386955461567,
2010-03-19,-0.005685086126662133,-0.004257664993582388,
2010-03-22,0.0007184268888500555,-0.002499622220796394,
2010-03-23,0.0003093551074455896,0.0025229593595863208,
2010-03-24,0.008460493521168913,-0.0033323595201555836,
2010-03-25,-0.002129821425179706,0.006856322760228394,
2010-03-26,-0.0023394781943479577,0.0033710991053784852,
2010-03-29,0.0013913240045862097,-0.003979460699669402,
2010-03-30,0.0023148020010890415,0.0015377083677793899,
2010-03-31,-0.00331699288635028,0.006265795894014285,
2010-04-01,-0.0074476468534139485,-0.00256203334044503,
2010-04-05,-0.003925225293693687,0.003099206860485109,
2010-04-06,0.004353379958850389,-0.003788131593695481,
2010-04-07,-0.0017073173360902117,0.009914623864588853,
2010-04-08,-0.0019468612472622812,-0.000182714253024149,
2010-04-09,0.002996337816328866,0.0014951651112459488,
2010-04-12,-0.0008573469477084453,-0.0038516311974926805,
2010-04-13,0.0023579654252983417,-0.006976580552647013,
2010-04-14,0.0030983489122727087,-0.002638440282928646,
2010-04-15,-0.00281877923911919,-0.0038734134145918028,
2010-04-16,0.0038936748125607966,0.001991159794399505,
2010-04-19,-0.008398163132281714,0.0010393871584342823,
2010-04-20,-0.005400246213828373,-0.00168023139584689,
2010-04-21,-0.006040039921291693,-0.008438045215012532,
2010-04-22,-0.001591922986207188,0.007558170197338567,
2010-04-23,0.0028309206496599255,-0.004916686263006355,
2010-04-26,0.004541743303582719,-0.010611417581266939,
